PSZ,DOM,vanA,vanB,subcool,CRD,flow_rate,power_density,VFNGAP
121.395,215.275,317.38,354.21,24.524,43,249.411,64.132,0.478
136.179,200.491,323.73,347.86,24.424,2,254.103,68.378,0.488
115.924,220.746,322.572,349.018,24.509,38,254.262,64.693,0.306
115.41,221.26,352.079,319.511,25.411,1,249.242,65.123,0.451
109.861,226.809,350.69,320.9,25.582,13,251.148,64.505,0.359
128.785,207.885,291.013,380.577,23.661,19,255.603,65.39,0.488
120.15,216.52,308.172,363.418,24.909,21,250.197,66.376,0.444
135.272,201.398,339.629,331.961,20.929,33,252.64,64.941,0.351
123.343,213.327,334.321,337.269,21.595,7,260.396,64.659,0.385
138.439,198.231,330.247,341.343,23.491,27,250.906,65.934,0.444
114.569,222.101,358.228,313.362,23.076,14,256.043,65.575,0.28
135.402,201.268,307.541,364.049,26.542,5,254.391,62.261,0.248
132.595,204.075,321.301,350.289,23.571,26,257.417,65.375,0.455
132.422,204.248,357.097,314.493,24.539,42,251.954,67.17,0.498
134.675,201.995,335.213,336.377,24.306,24,253.983,63.266,0.223
132.121,204.549,331.597,339.993,21.962,8,252.307,65.314,0.384
128.009,208.661,293.483,378.107,24.421,28,251.679,61.7,0.328
112.914,223.756,300.575,371.015,24.048,25,253.419,67.461,0.388
109.903,226.767,310.669,360.921,26.269,36,253.264,62.969,0.326
136.995,199.675,317.411,354.179,23.197,36,254.37,63.353,0.401
127.718,208.952,319.909,351.681,24.902,46,248.984,63.425,0.213
133.204,203.466,351.154,320.436,24.841,35,253.878,65.53,0.308
123.596,213.074,289.815,381.775,22.774,7,252.546,60.886,0.249
112.489,224.181,300.706,370.884,20.598,39,253.524,67.905,0.359
112.729,223.941,292.625,378.965,24.052,22,254.943,60.517,0.441
129.819,206.851,338.281,333.309,25.809,41,251.049,63.098,0.493
122.035,214.635,356.436,315.154,24.45,34,254.144,63.606,0.341
115.027,221.643,350.523,321.067,25.325,0,255.212,61.468,0.36
123.904,212.766,337.355,334.235,23.082,23,253.821,65.102,0.34
110.87,225.8,283.203,388.387,25.117,28,249.125,64.965,0.283
126.66,210.01,308.32,363.27,21.389,15,247.962,65.225,0.218
117.115,219.555,348.182,323.408,24.839,4,256.197,65.901,0.348
133.235,203.435,331.935,339.655,21.595,47,254.038,70.702,0.344
118.377,218.293,297.716,373.874,24.866,0,250.442,61.717,0.428
122.794,213.876,317.538,354.052,23.189,32,251.47,62.929,0.42
109.266,227.404,288.326,383.264,25.228,1,252.481,64.361,0.426
111.121,225.549,321.729,349.861,23.943,34,256.851,64.885,0.346
120.881,215.789,351.069,320.521,25.593,16,254.846,68.287,0.257
123.548,213.122,284.53,387.06,24.631,46,252.742,65.132,0.294
127.21,209.46,328.912,342.678,24.129,0,254.667,65.365,0.321
117.806,218.864,299.529,372.061,25.719,39,258.256,66.712,0.24
130.106,206.564,357.964,313.626,24.649,12,250.183,65.643,0.313
135.143,201.527,286.565,385.025,26.521,7,256.646,66.257,0.376
132.695,203.975,329.175,342.415,23.952,11,249.175,63.91,0.385
110.12,226.55,301.325,370.265,23.696,15,252.658,66.558,0.373
123.566,213.104,349.636,321.954,22.698,10,251.047,62.615,0.251
112.111,224.559,290.951,380.639,23.193,37,254.931,66.837,0.393
116.293,220.377,314.665,356.925,23.654,4,257.162,63.562,0.455
139.002,197.668,295.845,375.745,22.998,47,255.395,65.131,0.402
113.257,223.413,343.23,328.36,24.926,32,248.038,63.362,0.274
124.126,212.544,308.661,362.929,22.179,32,255.413,66.865,0.491
127.763,208.907,295.949,375.641,22.744,9,254.317,65.86,0.225
130.335,206.335,337.555,334.035,20.908,26,254.49,63.415,0.283
125.979,210.691,344.602,326.988,22.999,19,248.886,63.34,0.241
109.209,227.461,317.222,354.368,25.765,12,252.765,63.86,0.424
118.868,217.802,310.775,360.815,23.253,13,250.817,69.133,0.477
124.7,211.97,330.321,341.269,22.783,13,256.014,65.354,0.448
111.591,225.079,331.806,339.784,22.919,35,249.673,64.823,0.265
119.605,217.065,332.528,339.062,24.508,40,251.625,65.566,0.419
109.924,226.746,302.821,368.769,25.852,8,248.961,64.997,0.488
111.308,225.362,354.176,317.414,25.267,24,256.76,67.577,0.444
121.016,215.654,298.012,373.578,22.081,1,249.814,66.535,0.207
112.959,223.711,310.413,361.177,26.021,2,247.807,62.861,0.401
126.22,210.45,303.433,368.157,25.475,0,255.767,68.241,0.441
129.938,206.732,353.391,318.199,24.684,21,254.616,64.288,0.46
133.327,203.343,345.462,326.128,22.358,21,250.94,65.276,0.209
115.015,221.655,344.143,327.447,22.69,39,251.196,63.483,0.408
114.019,222.651,281.905,389.685,22.888,31,255.748,64.572,0.391
112.1,224.57,334.469,337.121,23.223,40,246.794,65.61,0.396
128.321,208.349,299.311,372.279,24.279,44,249.575,65.997,0.23
130.457,206.213,356.217,315.373,20.044,40,254.131,63.808,0.253
109.875,226.795,322.497,349.093,22.139,18,251.351,65.584,0.255
137.463,199.207,325.117,346.473,23.667,30,254.221,65.504,0.427
110.496,226.174,309.05,362.54,25.429,30,256.194,63.714,0.26
125.419,211.251,322.958,348.632,23.556,9,255.784,62.323,0.258
130.536,206.134,339.395,332.195,24.271,45,254.5,64.29,0.302
135.474,201.196,324.902,346.688,25.593,31,250.98,64.001,0.26
130.689,205.981,331.024,340.566,22.845,13,256.345,63.826,0.368
133.362,203.308,317.999,353.591,22.537,35,251.156,62.122,0.319
119.264,217.406,336.822,334.768,22.397,4,254.047,65.374,0.225
133.761,202.909,350.955,320.635,23.597,16,255.738,62.958,0.269
111.355,225.315,285.481,386.109,23.055,2,254.981,64.242,0.342
136.201,200.469,289.821,381.769,26.409,41,251.2,65.704,0.421
125.611,211.059,334.446,337.144,24.353,17,251.112,67.416,0.328
133.837,202.833,310.687,360.903,24.977,5,254.311,66.424,0.254
122.706,213.964,303.273,368.317,22.761,46,249.806,65.849,0.252
128.539,208.131,295.323,376.267,23.929,4,250.372,67.03,0.262
124.965,211.705,325.729,345.861,23.554,25,252.752,67.608,0.467
131.223,205.447,308.359,363.231,24.277,42,252.324,65.496,0.412
111.401,225.269,320.738,350.852,24.554,0,251.289,62.11,0.318
110.752,225.918,355.508,316.082,23.487,19,244.402,67.312,0.451
116.447,220.223,340.053,331.537,23.698,27,252.641,65.316,0.284
113.777,222.893,342.961,328.629,25.637,7,256.647,65.066,0.331
135.498,201.172,291.126,380.464,22.671,32,253.477,62.685,0.323
115.597,221.073,306.619,364.971,25.045,28,255.403,62.69,0.417
138.673,197.997,289.74,381.85,24.421,33,251.096,63.276,0.437
119.186,217.484,356.277,315.313,25.086,18,252.436,67.333,0.434
114.465,222.205,334.182,337.408,23.547,27,249.172,69.114,0.484
132.995,203.675,283.026,388.564,25.498,43,258.977,61.66,0.473
129,207.67,318.234,353.356,23.076,8,250.137,66.882,0.322
124.105,212.565,301.877,369.713,24.726,47,257.535,66.464,0.214
125.848,210.822,323.207,348.383,24.722,29,258.156,66.361,0.415
130.845,205.825,295.328,376.262,24.227,27,252.067,63.353,0.312
115.879,220.791,285.929,385.661,25.488,0,253.3,65.493,0.282
139.297,197.373,306.48,365.11,25.602,31,253.748,63.988,0.354
138.64,198.03,304.344,367.246,24.992,34,256.533,65.825,0.46
128.745,207.925,336.866,334.724,26.575,39,252.877,63.397,0.402
114.997,221.673,318.16,353.43,23.419,5,255.706,64.413,0.477
129.656,207.014,304.022,367.568,23.612,44,249.442,64.255,0.38
111.113,225.557,325.559,346.031,24.414,16,253.041,64.004,0.215
109.846,226.824,287.045,384.545,23.746,6,248.279,62.875,0.204
116.77,219.9,332.652,338.938,23.471,47,251.476,66.94,0.38
123.02,213.65,292.907,378.683,21.875,38,251.759,66.227,0.466
135.391,201.279,303.125,368.465,25.129,41,250.77,67.69,0.374
131.088,205.582,303.312,368.278,23.843,40,253.343,65.009,0.289
131.562,205.108,317.489,354.101,23.918,44,255.114,62.893,0.415
121.888,214.782,355.091,316.499,22.524,7,252.46,66.605,0.486
119.461,217.209,306.594,364.996,23.433,42,251.155,68.049,0.495
120.227,216.443,303.25,368.34,24.343,6,254.124,63.184,0.225
139.032,197.638,294.567,377.023,22.253,23,250.456,66.637,0.324
110.135,226.535,311.788,359.802,23.757,17,254.749,65.113,0.406
135.353,201.317,295.589,376.001,23.37,24,254.553,62.593,0.272
126.559,210.111,292.173,379.417,23.85,11,256.296,63.012,0.204
122.288,214.382,347.699,323.891,23.739,12,248.72,65.197,0.218
131.03,205.64,285.604,385.986,22.048,19,252.61,65.457,0.347
123.753,212.917,336.392,335.198,25.231,19,250.065,65.424,0.261
135.548,201.122,297.173,374.417,20.426,38,245.157,65.306,0.206
136.38,200.29,282.446,389.144,24.31,12,252.182,62.534,0.458
121.773,214.897,342.898,328.692,25.508,32,257.194,66.605,0.423
117.354,219.316,335.733,335.857,23.878,41,255.987,66.67,0.46
126.976,209.694,307.338,364.252,22.002,22,252.769,65.311,0.464
136.736,199.934,287.664,383.926,25.144,24,253.624,63.236,0.471
115.336,221.334,309.373,362.217,21.66,14,254.644,63.233,0.419
127.91,208.76,295.534,376.056,23.512,13,251.791,64.754,0.396
128.172,208.498,353.498,318.092,25.65,33,251.645,65.213,0.445
131.269,205.401,322.41,349.18,23.839,18,254.464,63.209,0.224
112.924,223.746,355.916,315.674,24.03,45,258.452,63.062,0.372
130.742,205.928,308.651,362.939,25.786,32,253.943,63.478,0.2
136.634,200.036,324.481,347.109,21.797,15,254.084,61.064,0.239
114.391,222.279,296.213,375.377,24.071,21,250.203,67.621,0.284
116.156,220.514,343.923,327.667,24.009,14,251.904,63.405,0.296
138.536,198.134,284.713,386.877,22.882,9,251.173,68.373,0.446
114.431,222.239,335.218,336.372,23.097,5,253.189,67.561,0.358
134.968,201.702,311.764,359.826,25.454,0,254.523,65.57,0.228
123.924,212.746,326.175,345.415,21.305,13,253.54,67.598,0.241
116.451,220.219,327.243,344.347,23.732,37,252.641,69.629,0.402
135.467,201.203,336.39,335.2,22.979,3,250.336,66.199,0.214
122.492,214.178,297.304,374.286,24.278,6,249.399,63.94,0.343
124.612,212.058,322.546,349.044,23.235,10,257.373,62.965,0.227
119.867,216.803,314.485,357.105,24.253,0,252.875,66.434,0.493
126.995,209.675,303.316,368.274,23.916,38,252.166,67.513,0.327
113.898,222.772,319.794,351.796,24.05,35,253.245,68.649,0.355
120.838,215.832,355.003,316.587,23.846,36,250.881,65.42,0.499
138.476,198.194,354.762,316.828,24.138,41,254.648,65.681,0.443
116.784,219.886,303.057,368.533,24.299,17,247.618,63.835,0.229
128.94,207.73,349.771,321.819,24.092,4,249.1,65.436,0.4
118.829,217.841,349.196,322.394,23.724,39,251.967,63.443,0.462
132.5,204.17,300.801,370.789,25.464,39,254.266,66.951,0.412
112.903,223.767,327.759,343.831,22.651,7,253.409,66.826,0.482
138.488,198.182,348.67,322.92,27.14,13,257.526,67.523,0.373
122.751,213.919,321.281,350.309,22.729,42,255.333,65.699,0.451
116.11,220.56,310.075,361.515,23.3,1,256.309,64.455,0.344
111.153,225.517,331.759,339.831,21.352,36,251.567,65.544,0.312
114.089,222.581,294.847,376.743,23.561,1,252.727,65.59,0.269
124.763,211.907,294.022,377.568,25.277,18,251.728,67.852,0.359
119.189,217.481,345.792,325.798,22.607,22,251.961,68.722,0.245
134.19,202.48,284.773,386.817,25.981,17,253.523,67.248,0.438
122.052,214.618,343.553,328.037,23.746,41,250.823,64.619,0.328
116.496,220.174,303.958,367.632,21.952,43,254.986,63.487,0.265
127.733,208.937,318.822,352.768,22.791,28,252.711,64.949,0.393
130.466,206.204,323.482,348.108,24.681,22,251.062,68.324,0.488
114.006,222.664,340.732,330.858,23.228,12,251.375,65.545,0.265
114.023,222.647,349.744,321.846,26.333,29,252.508,63.417,0.317
110.03,226.64,343.599,327.991,22.994,5,254.292,61.445,0.409
131.37,205.3,325.706,345.884,23.838,42,253.203,67.781,0.247
129.156,207.514,308.396,363.194,23.08,36,254.688,66.743,0.376
123.386,213.284,322.173,349.417,25.331,41,253.901,61.883,0.367
134.656,202.014,283.859,387.731,21.834,46,255.307,63.891,0.312
133.482,203.188,300.446,371.144,21.01,25,255.65,61.498,0.331
126.763,209.907,309.796,361.794,23.219,23,249.8,63.962,0.381
135.391,201.279,306.215,365.375,23.686,36,250.031,65.657,0.209
115.189,221.481,288.884,382.706,21.543,41,255.86,66.997,0.258
112.325,224.345,285.458,386.132,24.622,36,253.535,65.829,0.483
117.138,219.532,314.006,357.584,25.026,14,258.98,61.059,0.28
110.652,226.018,287.314,384.276,23.487,11,252.612,65.217,0.429
125.111,211.559,303.627,367.963,23.011,11,255.305,62.677,0.274
137.475,199.195,318.181,353.409,26.12,24,252.779,68.007,0.437
110.111,226.559,297.743,373.847,22.387,9,253.669,64.658,0.22
112.635,224.035,287.679,383.911,24.77,4,250.492,64.534,0.401
122.702,213.968,314.887,356.703,23.307,32,251.914,65.527,0.241
137.392,199.278,316.148,355.442,24.265,34,253.963,66.657,0.359
118.553,218.117,352.194,319.396,25.144,27,252.447,62.166,0.262
124.381,212.289,291.406,380.184,24.463,6,253.247,64.843,0.24
110.179,226.491,328.997,342.593,21.374,13,255.704,64.704,0.251
113.435,223.235,306.211,365.379,25.325,43,253.331,62.834,0.356
139.001,197.669,291.079,380.511,21.219,41,250.555,62.282,0.468
138.345,198.325,311.879,359.711,24.961,18,250.577,64.976,0.359
109.062,227.608,314.563,357.027,24.655,34,255.255,64.475,0.309
137.939,198.731,309.596,361.994,23.587,19,251.262,67.717,0.339
128.403,208.267,340.629,330.961,24.671,18,253.602,61.77,0.407
135.38,201.29,346.298,325.292,22.384,18,250.794,64.318,0.383
122.78,213.89,293.019,378.571,22.066,31,252.818,65.099,0.223
124.636,212.034,294.498,377.092,24.801,43,252.25,66.289,0.425
123.82,212.85,314.045,357.545,23.516,7,254.714,60.715,0.447
129.249,207.421,306.249,365.341,26.166,26,254.472,65.927,0.401
113.17,223.5,344.783,326.807,23.474,32,250.447,64.456,0.333
109.826,226.844,358.46,313.13,22.517,33,254.741,64.906,0.354
118.302,218.368,295.517,376.073,27.83,22,255.408,64.097,0.266
130.402,206.268,340.383,331.207,21.935,29,255.785,63.726,0.381
115.067,221.603,328.399,343.191,24.217,42,254.03,64.735,0.468
129.449,207.221,331.268,340.322,24.156,43,255.332,67.852,0.201
138.491,198.179,301.947,369.643,25.035,29,254.226,64.077,0.324
111.775,224.895,289.042,382.548,23.511,6,253.845,63.649,0.233
129.424,207.246,323.462,348.128,23.603,1,247.017,64.975,0.316
122.445,214.225,328.882,342.708,23.784,9,251.231,65.266,0.233
135.387,201.283,355.855,315.735,26.611,21,251.199,66.513,0.245
114.314,222.356,333.645,337.945,25.255,4,250.771,64.934,0.445
130.035,206.635,315.778,355.812,22.762,32,250.118,61.663,0.385
134.472,202.198,358.243,313.347,23.234,41,253.347,65.471,0.487
137.719,198.951,310.343,361.247,23.81,10,251.614,67.159,0.299
129.749,206.921,294.086,377.504,22.701,1,254.262,63.738,0.401
124.074,212.596,329.228,342.362,21.67,23,250.348,64.559,0.394
127.754,208.916,302.087,369.503,23.013,23,251.969,65.711,0.307
135.411,201.259,352.703,318.887,22.679,22,253.924,65.454,0.398
126.313,210.357,314.558,357.032,26.286,34,254.063,65.252,0.349
109.838,226.832,293.087,378.503,24.122,47,250.594,64.579,0.457
137.303,199.367,292.471,379.119,21.826,1,247.991,67.878,0.388
129.94,206.73,331.671,339.919,23.553,39,250.197,64.59,0.365
129.543,207.127,309.776,361.814,24.636,40,257.602,61.066,0.418
115.489,221.181,309.608,361.982,25.062,13,250.588,65.157,0.225
129.006,207.664,328.791,342.799,24.288,29,252.894,61.597,0.388
120.923,215.747,298.635,372.955,24.765,21,255.843,64.679,0.237
128.772,207.898,292.764,378.826,23.797,3,253.794,66.814,0.277
112.162,224.508,332.259,339.331,23.801,13,257.277,66.459,0.382
128.974,207.696,281.946,389.644,28.775,14,252.244,62.223,0.358
139.391,197.279,351.558,320.032,23.127,25,255.513,62.707,0.229
110.382,226.288,295.661,375.929,22.174,5,248.508,63.753,0.454
138.712,197.958,316.1,355.49,23.365,14,250.306,63.194,0.22
121.321,215.349,297.86,373.73,23.843,28,252.693,65.02,0.264
135.467,201.203,298.381,373.209,21.729,28,260.042,68.426,0.362
132.772,203.898,345.974,325.616,24.727,16,251.437,65.354,0.484
126.204,210.466,326.685,344.905,23.116,29,258.054,61.499,0.368
131.432,205.238,305.575,366.015,20.646,5,255.16,63.904,0.488
135.704,200.966,300.918,370.672,23.97,1,252.865,62.956,0.262
121.237,215.433,297.967,373.623,22.822,42,252.918,64.854,0.341
118.885,217.785,324.325,347.265,25.47,43,257.737,70.697,0.497
129.271,207.399,337.932,333.658,22.535,25,250.368,66.881,0.472
133.548,203.122,301.105,370.485,23.215,24,255.547,63.616,0.483
132.159,204.511,307.184,364.406,24.5,24,250.684,63.05,0.47
133.242,203.428,337.128,334.462,23.465,16,251.189,66.457,0.291
122.195,214.475,338.433,333.157,22.63,30,255.22,63.347,0.379
133.853,202.817,297.54,374.05,22.626,35,251.87,65.248,0.417
112.577,224.093,311.034,360.556,25.74,14,253.281,66.146,0.358
125.517,211.153,348.671,322.919,23.225,41,248.663,65.579,0.204
109.087,227.583,338.658,332.932,22.257,42,252.382,66.087,0.384
118.81,217.86,294.081,377.509,23.635,47,253.439,65.195,0.31
120.087,216.583,311.324,360.266,23.788,39,257.229,63.162,0.212
120.994,215.676,356.645,314.945,24.833,3,249.925,61.156,0.485
130.121,206.549,322.082,349.508,22.138,41,256.709,64.554,0.268
120.761,215.909,337.049,334.541,26.464,9,251.841,66.38,0.239
122.595,214.075,288.644,382.946,23.215,21,253.375,63.73,0.458
116.156,220.514,345.782,325.808,26.504,22,250.912,66.237,0.217
120.295,216.375,328.21,343.38,24.294,35,249.644,69.056,0.299
115.842,220.828,295.092,376.498,24.823,41,256.921,63.659,0.415
111.144,225.526,310.881,360.709,25.198,6,252.517,64.739,0.297
127.315,209.355,287.949,383.641,23.399,5,256.025,64.267,0.335
129.29,207.38,341.499,330.091,22.033,18,250.974,66.486,0.223
127.804,208.866,339.02,332.57,25.04,42,258.195,62.514,0.463
123.047,213.623,319.37,352.22,27.146,39,254.678,65.631,0.201
120.494,216.176,316.421,355.169,24.016,16,249.431,62.412,0.388
135.241,201.429,317.302,354.288,24.082,37,255.105,64.36,0.303
124.742,211.928,284.433,387.157,24.483,41,252.525,68.387,0.217
123.525,213.145,309.957,361.633,21.883,25,251.83,64.627,0.401
109.693,226.977,291.458,380.132,25.706,20,248.275,66.014,0.354
119.319,217.351,295.801,375.789,22.2,18,250.117,67.517,0.477
120.506,216.164,355.783,315.807,26.169,42,256.173,67.053,0.29
121.074,215.596,301.742,369.848,24.379,1,252.325,64.899,0.432
126.605,210.065,318.86,352.73,25.856,31,253.115,62.334,0.204
125.185,211.485,350.047,321.543,21.413,38,247.952,59.556,0.428
127.451,209.219,313.449,358.141,25.274,19,253.842,64.584,0.289
132.238,204.432,322.332,349.258,24.274,22,250.718,67.42,0.395
133.705,202.965,294.566,377.024,23.638,20,258.075,65.803,0.335
130.812,205.858,303.54,368.05,25.663,17,255.443,63.957,0.331
138.052,198.618,320.596,350.994,25.128,43,252.076,68.718,0.452
109.467,227.203,309.699,361.891,24.258,4,255.775,65.888,0.24
114.882,221.788,284.494,387.096,20.861,5,253.469,63.525,0.408
109.142,227.528,312.471,359.119,23.535,46,250.68,65.802,0.272
128.658,208.012,344.439,327.151,25.314,28,251.678,63.438,0.22
136.299,200.371,290.498,381.092,23.092,41,254.64,62.666,0.326
116.337,220.333,282.987,388.603,24.44,14,251.097,64.266,0.306
137.183,199.487,290.702,380.888,24.944,4,252.529,62.304,0.256
110.749,225.921,334.544,337.046,25.824,34,247.813,64.712,0.404
137.409,199.261,342.86,328.73,24.322,25,251.951,63.562,0.344
119.635,217.035,285.302,386.288,22.664,42,250.089,66.315,0.447
112.004,224.666,350.029,321.561,25.794,45,257.304,61.551,0.418
123.729,212.941,329.949,341.641,23.651,10,250.641,66.277,0.219
116.742,219.928,321.523,350.067,24.747,29,254.469,64.012,0.318
117.599,219.071,301.11,370.48,23.073,16,251.499,66.505,0.223
118.283,218.387,310.224,361.366,22.116,26,256.598,66.448,0.3
133.401,203.269,354.614,316.976,22.189,35,249.057,65.388,0.471
125.354,211.316,351.88,319.71,26.061,46,252.738,62.494,0.321
118.405,218.265,329.805,341.785,23.942,46,250.798,65.789,0.4
127.525,209.145,326.213,345.377,25.054,7,255.659,64.641,0.368
130.752,205.918,297.788,373.802,26.99,46,252.398,63.81,0.24
117.226,219.444,355.101,316.489,25.357,18,255.284,68.712,0.428
121.523,215.147,339.831,331.759,26.754,3,245.04,66.388,0.258
112.629,224.041,311.039,360.551,22.475,5,250.266,62.976,0.241
114.436,222.234,344.495,327.095,24.006,4,257.024,64.946,0.441
129.684,206.986,297.891,373.699,22.711,5,257.415,67.279,0.321
114.445,222.225,297.996,373.594,22.453,21,249.775,64.79,0.346
124.927,211.743,342.576,329.014,23.118,12,253.723,67.616,0.451
130.535,206.135,324.7,346.89,22.917,46,254.093,67.761,0.256
112.171,224.499,324.432,347.158,23.149,41,248.388,65.745,0.293
126.213,210.457,325.809,345.781,24.127,33,249.889,67.107,0.411
116.736,219.934,291.25,380.34,24.469,12,249.11,64.59,0.361
138.278,198.392,308.515,363.075,25.414,41,254.271,62.656,0.398
123.658,213.012,325.763,345.827,24.819,47,255.698,62.543,0.345
133.492,203.178,300.647,370.943,26.834,45,251.814,68.226,0.358
125.692,210.978,320.433,351.157,27.063,19,257.143,64.725,0.483
110.235,226.435,324.525,347.065,23.285,34,251.756,65.44,0.39
128.221,208.449,354.293,317.297,24.367,44,254.601,65.147,0.247
137.927,198.743,300.507,371.083,24.029,0,254.038,65.114,0.402
127.259,209.411,315.444,356.146,22.524,25,251.379,63.692,0.266
133.894,202.776,357.279,314.311,25.329,37,252.821,62.903,0.339
135.877,200.793,295.955,375.635,25.198,40,248.558,61.8,0.31
115.867,220.803,341.731,329.859,25.021,29,254.844,65.069,0.256
115.378,221.292,295.212,376.378,25.36,17,249.856,65.073,0.468
127.545,209.125,347.135,324.455,23.098,31,258.816,64.818,0.434
121.447,215.223,319.196,352.394,25.902,24,258.137,63.962,0.297
134.525,202.145,356.558,315.032,25.828,38,247.715,63.566,0.385
136.36,200.31,294.666,376.924,20.883,35,251.228,64.271,0.375
119.69,216.98,334.625,336.965,23.369,45,254.516,63.929,0.414
116.135,220.535,335.192,336.398,24.724,9,252.085,67.414,0.499
132.715,203.955,337.013,334.577,28.158,3,252.244,66.391,0.36
117.292,219.378,289.333,382.257,24.382,6,254.098,65.473,0.43
133.999,202.671,303.808,367.782,24.493,35,253.029,63.354,0.268
121.834,214.836,307.625,363.965,23.633,9,256.523,64.94,0.384
129.27,207.4,306.565,365.025,23.889,36,251.581,67.007,0.265
111.825,224.845,333.629,337.961,26.236,3,255.407,67.217,0.363
127.937,208.733,285.773,385.817,24.162,5,249.39,63.793,0.461
122.689,213.981,337.878,333.712,26.168,19,252.315,68.324,0.311
126.801,209.869,322.175,349.415,23.693,7,252.604,63.53,0.351
114.035,222.635,294.891,376.699,24.604,28,254.075,66.065,0.251
131.384,205.286,298.99,372.6,21.385,34,257.135,66.854,0.474
135.224,201.446,289.072,382.518,23.17,16,249.71,68.324,0.295
115.521,221.149,316.965,354.625,23.561,17,246.584,65.962,0.365
111.83,224.84,327.448,344.142,23.936,16,250.927,65.787,0.391
109.632,227.038,326.372,345.218,23.847,40,253.304,63.261,0.467
128.49,208.18,355.802,315.788,23.782,12,252.368,64.629,0.44
127.426,209.244,304.38,367.21,25.822,19,249.749,67.76,0.447
125.584,211.086,340.347,331.243,23.349,20,255.516,65.875,0.418
115.985,220.685,337.337,334.253,24.947,14,253.85,60.701,0.462
120.833,215.837,286.274,385.316,24.066,36,249.115,65.094,0.396
127.041,209.629,353.305,318.285,23.553,4,255.739,61.826,0.248
124.061,212.609,353.405,318.185,27.108,8,253.969,65.213,0.228
139.036,197.634,312.125,359.465,24.905,47,250.023,66.784,0.47
113.072,223.598,313.772,357.818,23.828,21,251.715,64.553,0.444
130.111,206.559,344.785,326.805,24.909,14,252.42,63.278,0.411
121.242,215.428,319.74,351.85,24.853,40,251.505,63.827,0.455
121.97,214.7,343.211,328.379,23.87,20,254.358,65.261,0.211
130.796,205.874,284.33,387.26,22.581,40,252.193,67.852,0.416
130.029,206.641,300.854,370.736,23.449,29,254.106,65.247,0.225
139.142,197.528,288.569,383.021,19.523,30,255.849,64.823,0.491
112.827,223.843,316.59,355,23.098,47,251.397,65.007,0.288
112.086,224.584,347.452,324.138,24.955,30,257.341,66.169,0.464
131.002,205.668,325.509,346.081,24.431,12,252.525,66.397,0.312
126.551,210.119,321.693,349.897,23.614,5,256.385,65.398,0.317
117.273,219.397,309.792,361.798,24.695,16,254.746,65.892,0.237
111.333,225.337,286.45,385.14,25.401,24,255.55,64.09,0.469
111.524,225.146,340.681,330.909,24.188,12,251.327,65.469,0.373
136.182,200.488,325.584,346.006,23.626,12,251.165,66.536,0.365
114.763,221.907,353.379,318.211,23.662,29,253.146,67.887,0.374
118.773,217.897,314.874,356.716,22.716,6,251.41,66.488,0.337
115.824,220.846,312.523,359.067,25.175,4,255.631,61.855,0.226
119.738,216.932,356.726,314.864,27.013,42,252.518,64.03,0.36
111.029,225.641,292.434,379.156,22.171,18,255.268,64.745,0.484
124.741,211.929,301.015,370.575,23.215,12,254.196,67.492,0.356
110.973,225.697,319.211,352.379,24.45,47,250.462,66.167,0.475
133.32,203.35,321.941,349.649,23.557,27,259.071,65.232,0.429
116.039,220.631,323.883,347.707,24.912,42,253.873,64.587,0.379
125.38,211.29,297.909,373.681,22.748,13,253.837,67.064,0.39
135.751,200.919,353.061,318.529,21.006,45,253.783,67.177,0.447
128.761,207.909,335.827,335.763,25.364,6,251.637,68.081,0.246
125.165,211.505,301.484,370.106,25.116,30,255.46,68.003,0.318
118.803,217.867,304.243,367.347,25.243,10,254.122,66.551,0.442
119.067,217.603,349.474,322.116,26.846,17,253.892,62.741,0.431
129.329,207.341,310.892,360.698,23.306,30,252.557,63.524,0.469
139.23,197.44,324.473,347.117,26.689,20,252.221,68.429,0.3
129.096,207.574,290.835,380.755,26.206,0,254.13,61.28,0.303
125.922,210.748,300.967,370.623,23.572,24,252.248,65.955,0.404
131.194,205.476,313.687,357.903,22.312,8,256.213,65.916,0.299
123.099,213.571,332.172,339.418,22.58,42,256.3,67.036,0.319
110.746,225.924,303.165,368.425,24.992,17,255.934,66.423,0.273
126.06,210.61,354.906,316.684,22.474,13,252.393,63.242,0.421
138.116,198.554,298.535,373.055,24.336,36,251.748,63.127,0.314
114.258,222.412,341.645,329.945,23.685,45,253.053,64.357,0.231
129.955,206.715,309.676,361.914,24.377,21,257.65,63.43,0.297
115.039,221.631,345.85,325.74,25.329,14,248.036,66.982,0.392
125.253,211.417,352.772,318.818,24.589,24,253.005,62.527,0.22
111.86,224.81,295.973,375.617,25.262,23,250.424,67.757,0.336
122.646,214.024,319.466,352.124,26.787,46,256.16,62.449,0.31
131.972,204.698,293.453,378.137,21.222,28,257.739,67.662,0.233
119.511,217.159,336.006,335.584,24.403,17,253.895,65.205,0.406
129.189,207.481,345.761,325.829,23.937,34,249.142,65.122,0.408
133.17,203.5,311.595,359.995,24.016,12,254.767,69.631,0.466
137.188,199.482,312.157,359.433,21.027,29,247.619,65.873,0.343
116.067,220.603,297.271,374.319,24.314,6,255.295,67.51,0.346
121.089,215.581,305.195,366.395,23.267,46,252.896,64.015,0.481
113.56,223.11,306.535,365.055,25.021,22,257.988,63.438,0.489
139.179,197.491,293.547,378.043,27.725,8,248.078,63.882,0.305
