sample number,cpu_time,runtime,k,fluxQ1,fluxQ2,fluxQ3,fluxQ4,k_uncert,flux_runcertQ1,flux_runcertQ2,flux_runcertQ3,flux_runcertQ4,fissQ1,fissQ2,fissQ3,fissQ4,fissEQ1,fissEQ2,fissEQ3,fissEQ4,fiss_runcertQ1,fiss_runcertQ2,fiss_runcertQ3,fiss_runcertQ4,fissE_runcertQ1,fissE_runcertQ2,fissE_runcertQ3,fissE_runcertQ4,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8
sample_00609,1.86E+03,9.39E+01,0.981321,2.58E+19,2.55E+19,2.56E+19,2.56E+19,0.00024,0.00152,0.00148,0.00152,0.00151,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2752140,2749260,2752400,2747120,0.00082,0.00084,0.00082,0.00077,0.00082,0.00084,0.00082,0.00077,5.74914739,5.13662479,0.843984249,5.56548609,0.313996867,3.36518435,4.02331808,2.56238408
sample_00610,1.89E+03,9.52E+01,0.994447,2.52E+19,2.56E+19,2.65E+19,2.62E+19,0.00024,0.00144,0.00143,0.00149,0.00147,8.48E+16,8.49E+16,8.49E+16,8.48E+16,2749170,2752100,2750550,2749200,0.00078,0.00079,0.00081,0.00079,0.00078,0.00079,0.00081,0.00079,4.79190588,3.35270353,3.34344415,4.37935007,2.70691154,3.3958439,5.23891546,4.60831965
sample_00611,1.85E+03,9.30E+01,0.986218,2.59E+19,2.57E+19,2.60E+19,2.60E+19,0.00025,0.00162,0.00161,0.00164,0.00164,8.47E+16,8.49E+16,8.50E+16,8.49E+16,2745790,2752910,2753290,2751430,0.00082,0.00081,0.00084,0.0008,0.00082,0.00081,0.00084,0.0008,5.91420613,4.00447172,0.726313189,5.21176334,3.25474428,0.320548111,1.79631493,5.36840424
sample_00612,1.88E+03,9.42E+01,0.9967,2.54E+19,2.62E+19,2.59E+19,2.48E+19,0.00025,0.00133,0.00139,0.00137,0.00131,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2752200,2752140,2751680,2749960,0.00077,0.00081,0.00077,0.00076,0.00077,0.00081,0.00077,0.00076,2.04199708,0.164402634,1.45932799,3.66644356,3.38345419,5.33565292,3.21089522,3.79107335
sample_00613,1.85E+03,9.29E+01,0.978387,2.59E+19,2.65E+19,2.59E+19,2.55E+19,0.00024,0.00141,0.00141,0.00144,0.00144,8.48E+16,8.49E+16,8.47E+16,8.49E+16,2747900,2752500,2745470,2750420,0.00078,0.00083,0.00081,0.00082,0.00078,0.00083,0.00081,0.00082,3.05015836,5.431157,1.51778719,5.07830012,5.9986631,2.54291661,2.45349746,1.93090137
sample_00614,1.85E+03,9.32E+01,0.979361,2.59E+19,2.55E+19,2.59E+19,2.55E+19,0.00026,0.00145,0.00144,0.00144,0.00146,8.48E+16,8.50E+16,8.48E+16,8.50E+16,2748190,2753670,2747320,2753860,0.00079,0.00078,0.00078,0.00084,0.00079,0.00078,0.00078,0.00084,3.08960506,0.609279131,4.91677554,5.72942367,4.89123636,2.25623019,1.23191493,3.24260026
sample_00615,1.86E+03,9.34E+01,0.995464,2.49E+19,2.54E+19,2.66E+19,2.62E+19,0.00024,0.00131,0.00132,0.00135,0.00135,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2750010,2748760,2749690,2751500,0.00078,0.00081,0.00084,0.00082,0.00078,0.00081,0.00084,0.00082,2.48369581,3.9336072,1.23359079,0.641151791,4.16210463,3.57587884,6.05674111,0.70656381
sample_00616,1.86E+03,9.34E+01,0.988412,2.57E+19,2.55E+19,2.53E+19,2.68E+19,0.00025,0.00135,0.00134,0.00135,0.00141,8.49E+16,8.48E+16,8.48E+16,8.47E+16,2751090,2749960,2749930,2746640,0.0008,0.00079,0.0008,0.00083,0.0008,0.00079,0.0008,0.00083,1.78783122,3.99101695,1.7248789,0.221307819,0.45999351,0.117135954,6.14718018,6.26763557
sample_00617,1.87E+03,9.44E+01,1.00012,2.50E+19,2.58E+19,2.57E+19,2.56E+19,0.00023,0.00152,0.00148,0.0015,0.00153,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2752110,2747970,2746890,2751330,0.00075,0.0008,0.00079,0.00077,0.00075,0.0008,0.00079,0.00077,5.87231122,4.23435383,1.88078689,1.81521191,3.52536587,5.55266318,0.150280301,5.4120786
sample_00618,1.86E+03,9.38E+01,0.988862,2.64E+19,2.57E+19,2.52E+19,2.58E+19,0.00023,0.00159,0.00153,0.00149,0.00153,8.50E+16,8.49E+16,8.48E+16,8.49E+16,2753290,2751230,2748040,2750090,0.00081,0.00081,0.00078,0.0008,0.00081,0.00081,0.00078,0.0008,1.46992398,0.335505317,3.43610307,0.857314531,1.71481767,1.2770462,4.20194263,1.64310244
sample_00619,1.85E+03,9.35E+01,0.977245,2.59E+19,2.54E+19,2.60E+19,2.57E+19,0.00025,0.00126,0.00125,0.00127,0.00127,8.49E+16,8.48E+16,8.48E+16,8.50E+16,2752120,2749880,2748440,2753650,0.00077,0.00082,0.00077,0.00079,0.00077,0.00082,0.00077,0.00079,1.55632674,4.26944111,5.27258133,5.76967413,0.974007685,3.23931425,2.07065411,3.42410929
sample_00620,1.88E+03,9.46E+01,0.996573,2.56E+19,2.64E+19,2.62E+19,2.63E+19,0.00024,0.00147,0.00149,0.0014,0.00141,8.48E+16,8.49E+16,8.50E+16,8.48E+16,2748260,2750950,2754040,2749590,0.00079,0.00077,0.0008,0.00085,0.00079,0.00077,0.0008,0.00085,4.03765605,5.83693239,3.30743911,2.37599753,4.58259425,2.50153053,4.98314338,4.8326038
sample_00621,1.93E+03,9.61E+01,0.999541,2.58E+19,2.57E+19,2.60E+19,2.51E+19,0.00025,0.00153,0.00154,0.00154,0.00153,8.47E+16,8.49E+16,8.49E+16,8.49E+16,2745700,2750890,2750060,2752810,0.00079,0.0008,0.0008,0.00075,0.00079,0.0008,0.0008,0.00075,0.412145465,6.15492913,4.03928904,2.45116199,4.25056322,4.63401863,2.33449308,0.663517368
sample_00622,1.92E+03,9.62E+01,0.9852,2.57E+19,2.54E+19,2.61E+19,2.63E+19,0.00024,0.00169,0.00167,0.00171,0.00169,8.49E+16,8.47E+16,8.48E+16,8.50E+16,2751550,2746470,2748120,2754480,0.00088,0.00078,0.00082,0.00075,0.00088,0.00078,0.00082,0.00075,4.54137984,6.04465229,0.614050659,0.004997076,1.54516587,3.23663924,4.7778076,1.68172407
sample_00623,1.93E+03,9.69E+01,1.0028,2.53E+19,2.63E+19,2.61E+19,2.47E+19,0.00024,0.00137,0.00133,0.00136,0.00135,8.49E+16,8.48E+16,8.48E+16,8.50E+16,2750360,2749200,2747600,2754920,0.00081,0.00079,0.00076,0.00079,0.00081,0.00079,0.00076,0.00079,1.82953638,1.23031845,2.36551597,2.39862069,3.82344369,4.54390943,0.776516977,2.0532476
sample_00624,1.92E+03,9.54E+01,0.990088,2.48E+19,2.54E+19,2.63E+19,2.55E+19,0.00025,0.00152,0.00153,0.00151,0.0015,8.48E+16,8.48E+16,8.49E+16,8.49E+16,2749300,2749170,2751680,2752250,0.00078,0.00077,0.0008,0.00083,0.00078,0.00077,0.0008,0.00083,4.08732811,5.00373693,5.03267111,2.04325502,4.47932254,4.85821263,3.57665729,4.72817271
sample_00625,1.92E+03,9.66E+01,0.982095,2.54E+19,2.65E+19,2.60E+19,2.54E+19,0.00025,0.00171,0.00174,0.00176,0.00173,8.49E+16,8.47E+16,8.49E+16,8.48E+16,2751960,2744240,2751900,2746950,0.00081,0.00081,0.00074,0.00079,0.00081,0.00081,0.00074,0.00079,3.50586599,3.0613119,0.115930732,2.88375251,2.69942748,1.0620606,3.47077183,3.17974792
sample_00626,1.87E+03,9.37E+01,0.97733,2.57E+19,2.58E+19,2.53E+19,2.51E+19,0.00024,0.00143,0.00141,0.00137,0.00138,8.48E+16,8.48E+16,8.49E+16,8.47E+16,2747850,2748540,2750900,2746490,0.0008,0.00076,0.0008,0.00082,0.0008,0.00076,0.0008,0.00082,2.38355177,5.46705777,4.31452194,4.13478633,5.75574487,0.132582266,2.0003959,3.05001411
sample_00627,1.87E+03,9.40E+01,0.98479,2.59E+19,2.59E+19,2.60E+19,2.61E+19,0.00024,0.00122,0.00123,0.00126,0.00126,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2750650,2751210,2748930,2748800,0.00078,0.00077,0.0008,0.00078,0.00078,0.00077,0.0008,0.00078,5.87856638,4.39916527,1.17539998,5.49695862,4.98439489,2.16245409,4.9393542,3.27444632
sample_00628,1.89E+03,9.47E+01,0.989911,2.56E+19,2.66E+19,2.53E+19,2.48E+19,0.00026,0.00136,0.00142,0.0014,0.0014,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2748010,2747690,2749130,2747950,0.00078,0.00079,0.0008,0.00075,0.00078,0.00079,0.0008,0.00075,3.73196828,0.758692902,2.82821594,3.12603148,1.582389,2.57928382,3.64178098,3.08481865
sample_00629,1.87E+03,9.39E+01,0.987438,2.62E+19,2.62E+19,2.58E+19,2.59E+19,0.00025,0.00172,0.0017,0.00174,0.00176,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2752900,2751350,2748750,2751300,0.00078,0.00079,0.00079,0.00078,0.00078,0.00079,0.00079,0.00078,5.97180306,2.93113364,0.575216553,1.78074936,2.22015654,0.465601485,3.98879477,1.58561907
sample_00630,1.89E+03,9.52E+01,0.986966,2.61E+19,2.57E+19,2.57E+19,2.55E+19,0.00025,0.00136,0.00133,0.00136,0.0014,8.48E+16,8.50E+16,8.49E+16,8.48E+16,2748080,2756340,2750610,2749270,0.00077,0.00081,0.00077,0.00077,0.00077,0.00081,0.00077,0.00077,1.65317187,1.73277862,0.406056789,0.99741931,2.21348183,5.83728499,2.85819965,1.27462609
sample_00631,1.89E+03,9.46E+01,0.995234,2.52E+19,2.56E+19,2.53E+19,2.51E+19,0.00024,0.00107,0.00108,0.00109,0.00108,8.49E+16,8.48E+16,8.47E+16,8.48E+16,2750900,2749220,2746090,2748210,0.00081,0.00082,0.00078,0.00078,0.00081,0.00082,0.00078,0.00078,0.608297073,4.90191281,1.11738943,1.94117442,3.02064935,6.15525908,1.40001664,6.09524044
sample_00632,1.89E+03,9.44E+01,0.989522,2.53E+19,2.63E+19,2.57E+19,2.51E+19,0.00025,0.00132,0.00143,0.00139,0.00136,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749800,2747490,2749310,2751800,0.00077,0.00077,0.00078,0.0008,0.00077,0.00077,0.00078,0.0008,4.27922736,6.01474434,0.979331467,2.37479961,1.89838779,2.86033352,3.98758211,2.3981087
sample_00633,1.89E+03,9.47E+01,0.997263,2.56E+19,2.56E+19,2.52E+19,2.57E+19,0.00024,0.0015,0.00147,0.00149,0.0015,8.50E+16,8.48E+16,8.49E+16,8.49E+16,2754300,2749420,2750060,2751930,0.0008,0.00081,0.0008,0.0008,0.0008,0.00081,0.0008,0.0008,0.634933463,5.29997032,3.43532127,1.90496681,2.82306857,1.26032873,6.02099162,4.8298188
sample_00634,1.89E+03,9.43E+01,0.993801,2.49E+19,2.50E+19,2.57E+19,2.60E+19,0.00023,0.00173,0.00174,0.00176,0.00171,8.49E+16,8.48E+16,8.48E+16,8.48E+16,2750410,2749300,2747990,2749160,0.00078,0.00081,0.0008,0.0008,0.00078,0.00081,0.0008,0.0008,4.05199481,5.77418632,1.52299955,6.13804366,3.56922017,5.78837716,5.60954679,5.05509796
sample_00635,1.87E+03,9.40E+01,0.975424,2.53E+19,2.56E+19,2.60E+19,2.54E+19,0.00024,0.00146,0.00144,0.0015,0.00151,8.49E+16,8.47E+16,8.48E+16,8.51E+16,2750940,2746200,2747430,2756660,0.00076,0.00077,0.00079,0.00078,0.00076,0.00077,0.00079,0.00078,4.00881608,3.77891606,0.290476023,5.73432147,4.24521719,0.734530541,1.14793764,2.72815148
sample_00636,2.58E+03,1.30E+02,0.988648,2.55E+19,2.59E+19,2.47E+19,2.53E+19,0.00023,0.00129,0.00133,0.00136,0.0013,8.48E+16,8.48E+16,8.49E+16,8.50E+16,2747160,2749340,2750520,2754540,0.00078,0.00077,0.00078,0.00078,0.00078,0.00077,0.00078,0.00078,2.60389092,1.65941577,0.801102513,2.35295695,6.12138488,0.905256995,2.8208787,5.95193996
sample_00637,2.58E+03,1.30E+02,0.989374,2.51E+19,2.53E+19,2.55E+19,2.53E+19,0.00025,0.00131,0.00135,0.0014,0.00137,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750290,2748170,2751970,2750490,0.00077,0.00081,0.00077,0.00078,0.00077,0.00081,0.00077,0.00078,5.42593764,3.42543695,1.54666822,0.535479895,3.17734245,6.10772634,1.56104178,5.468028
sample_00638,2.58E+03,1.30E+02,0.993681,2.48E+19,2.61E+19,2.59E+19,2.52E+19,0.00025,0.00142,0.00147,0.00142,0.0014,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749370,2747840,2749530,2752890,0.0008,0.00078,0.00077,0.00079,0.0008,0.00078,0.00077,0.00079,5.17539857,3.93532159,1.97770596,3.95964351,4.8898213,4.44688029,5.59213106,2.17881264
sample_00639,2.58E+03,1.30E+02,0.990743,2.50E+19,2.62E+19,2.54E+19,2.57E+19,0.00024,0.00124,0.00127,0.00126,0.00125,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2748840,2751430,2747760,2748960,0.00083,0.00077,0.00079,0.00082,0.00083,0.00077,0.00079,0.00082,3.74624078,3.27905641,2.37452312,3.99719515,4.51185499,0.946621781,3.6739202,6.24648416
sample_00640,2.58E+03,1.30E+02,0.994556,2.55E+19,2.53E+19,2.60E+19,2.60E+19,0.00024,0.00118,0.00119,0.00125,0.0012,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2750310,2750560,2752700,2747800,0.00078,0.00086,0.00083,0.00081,0.00078,0.00086,0.00083,0.00081,0.334757714,4.69451159,4.82801357,1.46178793,2.93978897,2.81890567,0.064119554,4.72359083
sample_00641,2.57E+03,1.29E+02,0.988261,2.56E+19,2.65E+19,2.50E+19,2.49E+19,0.00025,0.0014,0.00147,0.00141,0.00135,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2752910,2752380,2749220,2749790,0.0008,0.00081,0.00081,0.00083,0.0008,0.00081,0.00081,0.00083,2.25230471,6.15729882,1.1817591,3.06763774,1.17472577,1.98165013,3.89026521,2.63944071
sample_00642,2.58E+03,1.30E+02,0.996994,2.49E+19,2.45E+19,2.49E+19,2.60E+19,0.00023,0.00124,0.00122,0.0012,0.00124,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2751530,2752160,2749340,2748670,0.00081,0.00082,0.00082,0.00082,0.00081,0.00082,0.00082,0.00082,0.98299249,5.03877009,0.155815004,1.39452251,4.98602741,2.45492542,5.11469028,5.60094334
sample_00643,2.58E+03,1.29E+02,0.988872,2.66E+19,2.59E+19,2.51E+19,2.58E+19,0.00025,0.00127,0.00125,0.00127,0.00129,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2753000,2752560,2750980,2751170,0.00081,0.00079,0.0008,0.00081,0.00081,0.00079,0.0008,0.00081,1.29764523,0.414058951,4.72897675,2.76847772,0.312865202,1.36458849,5.20716459,2.72071164
sample_00644,2.59E+03,1.30E+02,0.99557,2.57E+19,2.62E+19,2.65E+19,2.54E+19,0.00024,0.00121,0.00127,0.00123,0.00119,8.49E+16,8.50E+16,8.48E+16,8.48E+16,2750630,2754900,2748120,2749240,0.00079,0.0008,0.00082,0.0008,0.00079,0.0008,0.00082,0.0008,2.41050387,1.41216469,0.40920544,2.40176433,2.99048985,3.27670828,1.69452903,0.828469762
sample_00645,2.56E+03,1.29E+02,0.980888,2.60E+19,2.59E+19,2.56E+19,2.55E+19,0.00024,0.00127,0.00127,0.00124,0.00125,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2751260,2748400,2751990,2749390,0.00081,0.00082,0.00079,0.00079,0.00081,0.00082,0.00079,0.00079,4.4064948,1.99859622,0.594795464,4.79062171,4.98136989,1.13508697,3.25631147,3.80044567
sample_00646,2.56E+03,1.29E+02,0.981987,2.60E+19,2.56E+19,2.56E+19,2.60E+19,0.00024,0.00172,0.00173,0.00179,0.00177,8.48E+16,8.49E+16,8.48E+16,8.48E+16,2749090,2751360,2749730,2748150,0.0008,0.00079,0.00081,0.00075,0.0008,0.00079,0.00081,0.00075,1.43770265,4.37001082,4.44199837,0.69704932,0.245135482,2.51609462,3.39559316,4.3348412
sample_00647,2.56E+03,1.29E+02,0.981673,2.57E+19,2.64E+19,2.62E+19,2.62E+19,0.00025,0.00132,0.00136,0.00134,0.0013,8.49E+16,8.48E+16,8.48E+16,8.49E+16,2751290,2748260,2748940,2750540,0.0008,0.0008,0.00077,0.00078,0.0008,0.0008,0.00077,0.00078,2.7557481,3.83826194,6.04879957,2.03635074,5.45661683,1.9660591,6.18445671,2.28008001
sample_00648,2.56E+03,1.29E+02,0.983425,2.54E+19,2.63E+19,2.53E+19,2.57E+19,0.00026,0.00139,0.00137,0.00138,0.00142,8.49E+16,8.49E+16,8.49E+16,8.48E+16,2752220,2751130,2750860,2749950,0.00081,0.00075,0.00082,0.0008,0.00081,0.00075,0.00082,0.0008,4.47022386,4.1706304,0.567338285,3.19995709,1.29506283,0.590377669,1.72350127,5.60275199
sample_00649,2.56E+03,1.29E+02,0.976656,2.61E+19,2.56E+19,2.56E+19,2.64E+19,0.00024,0.00151,0.00157,0.00157,0.00153,8.48E+16,8.49E+16,8.49E+16,8.50E+16,2748720,2753200,2753220,2754100,0.0008,0.00077,0.00079,0.0008,0.0008,0.00077,0.00079,0.0008,2.67933361,2.74524937,4.77605451,5.95301856,0.473296601,0.63729136,2.02153296,5.16485333
sample_00650,2.56E+03,1.29E+02,0.980604,2.67E+19,2.53E+19,2.50E+19,2.55E+19,0.00024,0.00158,0.00154,0.00155,0.00154,8.49E+16,8.49E+16,8.48E+16,8.50E+16,2750540,2750260,2748000,2753340,0.00081,0.00078,0.00079,0.0008,0.00081,0.00078,0.00079,0.0008,1.69987205,0.847667448,4.72480427,5.58837441,0.244084043,0.488136135,1.95955287,1.31470654
sample_00651,2.57E+03,1.29E+02,0.9866,2.59E+19,2.61E+19,2.63E+19,2.55E+19,0.00024,0.00146,0.00148,0.00154,0.00149,8.47E+16,8.49E+16,8.48E+16,8.49E+16,2746450,2750380,2749460,2751720,0.00083,0.00079,0.00082,0.00078,0.00083,0.00079,0.00082,0.00078,1.76591132,5.36162777,5.87286406,3.30812109,5.39981393,4.44576101,2.97201163,3.63737985
sample_00652,2.59E+03,1.30E+02,0.997617,2.46E+19,2.50E+19,2.64E+19,2.55E+19,0.00023,0.00182,0.00184,0.00192,0.00183,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2751270,2749030,2750530,2752530,0.00078,0.00074,0.00076,0.00084,0.00078,0.00074,0.00076,0.00084,2.01206687,4.62094524,5.22615871,2.32420529,3.01816449,4.18527891,0.477673452,5.14649099
sample_00653,2.57E+03,1.29E+02,0.986389,2.59E+19,2.54E+19,2.62E+19,2.56E+19,0.00025,0.00144,0.00144,0.00144,0.00139,8.49E+16,8.49E+16,8.49E+16,8.49E+16,2753180,2751510,2750320,2752460,0.00079,0.00079,0.0008,0.00079,0.00079,0.00079,0.0008,0.00079,1.88127488,6.26726941,6.27190235,5.20468645,5.02520697,3.98398552,3.72124876,3.27261626
sample_00654,2.57E+03,1.29E+02,0.986912,2.58E+19,2.59E+19,2.57E+19,2.58E+19,0.00024,0.00143,0.00138,0.0014,0.00147,8.49E+16,8.50E+16,8.47E+16,8.47E+16,2751000,2753720,2745670,2746250,0.00084,0.00078,0.00076,0.00079,0.00084,0.00078,0.00076,0.00079,6.27592652,4.08225501,5.39325307,2.84311225,2.51860708,0.984163503,4.58145182,3.52192887
sample_00655,2.58E+03,1.30E+02,0.99002,2.54E+19,2.59E+19,2.59E+19,2.63E+19,0.00024,0.00139,0.00141,0.00143,0.00139,8.49E+16,8.48E+16,8.49E+16,8.47E+16,2751740,2748610,2750520,2746190,0.00078,0.00075,0.00082,0.00073,0.00078,0.00075,0.00082,0.00073,4.95007572,4.90143675,1.61980769,1.05073437,6.06886929,3.61943182,4.79883767,1.034144
sample_00656,2.56E+03,1.29E+02,0.98429,2.61E+19,2.63E+19,2.61E+19,2.57E+19,0.00024,0.00154,0.00151,0.00149,0.00149,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2746860,2746980,2748770,2750870,0.00083,0.0008,0.00081,0.0008,0.00083,0.0008,0.00081,0.0008,2.86729199,0.248351817,1.13128403,1.03262618,0.079367696,3.54168592,0.908256139,1.95621282
sample_00657,2.57E+03,1.29E+02,0.991309,2.67E+19,2.50E+19,2.53E+19,2.56E+19,0.00024,0.00134,0.00124,0.00122,0.00126,8.48E+16,8.49E+16,8.48E+16,8.49E+16,2748840,2751490,2746840,2750200,0.0008,0.0008,0.00078,0.00082,0.0008,0.0008,0.00078,0.00082,6.12848518,1.47637816,5.07678037,4.80937845,0.537859185,3.99122455,2.32956673,5.13513602
sample_00658,2.57E+03,1.29E+02,0.98625,2.58E+19,2.59E+19,2.60E+19,2.62E+19,0.00025,0.00163,0.00166,0.00164,0.00166,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2752630,2749940,2751710,2748000,0.00081,0.0008,0.00081,0.00076,0.00081,0.0008,0.00081,0.00076,1.89447917,4.6292274,2.37474069,6.09146757,5.97205785,3.39450938,1.51611298,5.328216
sample_00659,2.56E+03,1.29E+02,0.988566,2.66E+19,2.59E+19,2.58E+19,2.55E+19,0.00025,0.00144,0.00146,0.00148,0.00141,8.48E+16,8.48E+16,8.49E+16,8.50E+16,2748400,2749960,2751510,2753880,0.00084,0.00079,0.00079,0.00083,0.00084,0.00079,0.00079,0.00083,0.925146661,1.99765109,4.94514558,1.79879444,0.328981807,4.23456726,1.08958616,2.86463995
sample_00660,2.58E+03,1.30E+02,0.994016,2.49E+19,2.58E+19,2.56E+19,2.58E+19,0.00024,0.0013,0.00134,0.00128,0.00125,8.49E+16,8.48E+16,8.49E+16,8.47E+16,2750210,2749690,2751120,2746500,0.00081,0.00073,0.00085,0.00077,0.00081,0.00073,0.00085,0.00077,4.47645307,4.75702825,2.00419593,4.2165286,4.79281271,5.16199729,4.46312993,5.02006782
sample_00661,2.58E+03,1.30E+02,0.991744,2.48E+19,2.57E+19,2.62E+19,2.52E+19,0.00024,0.00146,0.00153,0.00159,0.00155,8.49E+16,8.49E+16,8.48E+16,8.48E+16,2751630,2750640,2749330,2749810,0.00079,0.00084,0.00081,0.00081,0.00079,0.00084,0.00081,0.00081,4.23714372,5.2856413,3.81115847,1.96393376,3.90064003,5.31672832,6.18333507,3.30447153
sample_00662,2.56E+03,1.29E+02,0.98594,2.51E+19,2.58E+19,2.51E+19,2.58E+19,0.00024,0.0016,0.00165,0.00161,0.00161,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2752750,2747960,2751060,2749210,0.0008,0.00078,0.00077,0.0008,0.0008,0.00078,0.00077,0.0008,3.47256503,2.72709525,0.313989135,2.57150714,5.92594854,1.12335722,0.514207647,5.64941102
sample_00663,2.58E+03,1.30E+02,0.995598,2.56E+19,2.48E+19,2.60E+19,2.54E+19,0.00024,0.00157,0.00158,0.00165,0.00159,8.47E+16,8.49E+16,8.50E+16,8.48E+16,2746160,2751120,2753340,2749870,0.0008,0.00082,0.00079,0.00079,0.0008,0.00082,0.00079,0.00079,1.54949113,1.33450171,4.0610197,5.34548322,2.70863227,4.08834045,1.67070984,5.70393694
sample_00664,2.58E+03,1.30E+02,0.999715,2.54E+19,2.56E+19,2.66E+19,2.54E+19,0.00023,0.00123,0.00117,0.00123,0.00125,8.48E+16,8.48E+16,8.50E+16,8.49E+16,2748750,2749280,2754590,2751210,0.00078,0.00082,0.00079,0.00078,0.00078,0.00082,0.00079,0.00078,5.94525261,5.58734519,3.96251771,1.97718327,3.68766313,4.29197879,1.25646423,0.138256554
sample_00665,2.59E+03,1.30E+02,0.997658,2.45E+19,2.58E+19,2.61E+19,2.51E+19,0.00024,0.0014,0.00142,0.00135,0.00135,8.49E+16,8.48E+16,8.48E+16,8.47E+16,2750890,2749320,2748140,2746110,0.00083,0.0008,0.00075,0.00079,0.00083,0.0008,0.00075,0.00079,4.71920168,4.93870837,1.00182743,3.1671108,3.67322618,3.34261599,5.81519184,3.90084048
sample_00666,2.59E+03,1.30E+02,0.999255,2.59E+19,2.46E+19,2.54E+19,2.54E+19,0.00024,0.00193,0.0019,0.00187,0.00187,8.48E+16,8.48E+16,8.48E+16,8.48E+16,2746810,2747490,2749040,2749220,0.00081,0.00081,0.00078,0.00077,0.00081,0.00081,0.00078,0.00077,0.62430393,1.48663832,5.58310895,0.684663574,4.57186883,3.87458781,3.82518598,5.05819487
sample_00667,2.57E+03,1.29E+02,0.985412,2.54E+19,2.59E+19,2.53E+19,2.53E+19,0.00025,0.00145,0.0015,0.00146,0.00147,8.49E+16,8.49E+16,8.48E+16,8.49E+16,2750200,2750100,2749560,2750860,0.00082,0.0008,0.00078,0.00073,0.00082,0.0008,0.00078,0.00073,4.28864363,5.86913916,2.04053698,0.876625448,2.3576969,1.25552417,1.56192209,0.468040661
sample_00668,2.59E+03,1.30E+02,1.00273,2.50E+19,2.64E+19,2.63E+19,2.51E+19,0.00023,0.00112,0.0011,0.00106,0.00108,8.48E+16,8.48E+16,8.49E+16,8.48E+16,2747700,2748270,2752530,2749890,0.00078,0.00077,0.0008,0.00078,0.00078,0.00077,0.0008,0.00078,1.95667996,5.72435806,2.19228558,2.70748197,4.03070074,4.49469895,6.02321206,2.03941361
sample_00669,2.58E+03,1.30E+02,0.988742,2.54E+19,2.53E+19,2.55E+19,2.55E+19,0.00023,0.00132,0.00133,0.0014,0.00139,8.49E+16,8.50E+16,8.48E+16,8.48E+16,2750370,2754600,2747980,2749600,0.00081,0.00081,0.00078,0.00084,0.00081,0.00081,0.00078,0.00084,4.25030657,0.334310233,2.81544138,6.12071558,2.62137766,2.46010205,5.7291621,3.89078722
sample_00670,2.57E+03,1.29E+02,0.982156,2.49E+19,2.53E+19,2.60E+19,2.58E+19,0.00026,0.00144,0.00142,0.00141,0.0014,8.49E+16,8.48E+16,8.49E+16,8.49E+16,2750910,2748910,2752950,2752290,0.00076,0.00079,0.00076,0.00084,0.00076,0.00079,0.00076,0.00084,3.38570893,3.9259267,5.17979773,4.34769889,5.18991329,3.06523391,4.73053454,2.14997655
sample_00671,2.59E+03,1.30E+02,0.992555,2.52E+19,2.52E+19,2.59E+19,2.60E+19,0.00024,0.00184,0.00181,0.00173,0.00181,8.48E+16,8.49E+16,8.49E+16,8.49E+16,2747380,2751110,2750150,2750930,0.00079,0.00079,0.0008,0.0008,0.00079,0.00079,0.0008,0.0008,1.63255758,4.2754243,2.96321943,0.046967061,3.95273487,5.60196285,3.90694253,0.177713652
sample_00672,2.58E+03,1.30E+02,0.991057,2.56E+19,2.51E+19,2.57E+19,2.63E+19,0.00024,0.00172,0.00166,0.00167,0.00173,8.48E+16,8.48E+16,8.48E+16,8.49E+16,2749780,2747980,2747980,2750910,0.0008,0.00078,0.00078,0.00081,0.0008,0.00078,0.00078,0.00081,1.06523944,3.9551929,3.44229291,5.6660638,1.9679274,5.40964083,0.114102702,0.260218425
sample_00673,2.59E+03,1.30E+02,1.00563,2.58E+19,2.50E+19,2.58E+19,2.64E+19,0.00024,0.00158,0.00155,0.00158,0.00156,8.49E+16,8.48E+16,8.49E+16,8.48E+16,2751130,2748720,2752910,2747070,0.00082,0.00078,0.00082,0.00082,0.00082,0.00078,0.00082,0.00082,0.637244685,1.82670223,4.14814894,3.81712039,2.42664602,3.96834515,5.12289251,6.05678767
